title,url,HITId,whole,part,jj,result1,worker1,result2,worker2,result3,worker3
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31YWE12TE0CIE0OJ4OJYS86JND9X7O,streetlight,light,bright,guaranteed,AMDHGNQRWE3G0,unrelated,A28Z6B4L81ES0S,guaranteed,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31YWE12TE0CIE0OJ4OJYS86JND9X7O,streetlight,light,dim,guaranteed,AMDHGNQRWE3G0,wjj-nonsense,A28Z6B4L81ES0S,guaranteed,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,33K3E8REWWVMEET2ETB4682EYXFX8B,toilet,seat,empty,probably,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,33K3E8REWWVMEET2ETB4682EYXFX8B,toilet,seat,high,guaranteed,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,33K3E8REWWVMEET2ETB4682EYXFX8B,toilet,seat,vacant,guaranteed,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,33K3E8REWWVMEET2ETB4682EYXFX8B,toilet,seat,white,probably,AMDHGNQRWE3G0,unrelated,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3P520RYKCH6BASG5BQTEAHTJ2PXU5E,seat,edge,gray,probably,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3P520RYKCH6BASG5BQTEAHTJ2PXU5E,seat,edge,free,probably,AMDHGNQRWE3G0,pjj-nonsense,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3P520RYKCH6BASG5BQTEAHTJ2PXU5E,seat,edge,outside,guaranteed,AMDHGNQRWE3G0,impossible,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3DTJ4WT8BDFSSA38SELPV3EBH0BZE9,street,crosswalk,pedestrian,guaranteed,AMDHGNQRWE3G0,unlikely,A28Z6B4L81ES0S,unlikely,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3DTJ4WT8BDFSSA38SELPV3EBH0BZE9,street,crosswalk,unmarked,probably,AMDHGNQRWE3G0,unrelated,A28Z6B4L81ES0S,unlikely,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3DTJ4WT8BDFSSA38SELPV3EBH0BZE9,street,crosswalk,white,impossible,AMDHGNQRWE3G0,impossible,A28Z6B4L81ES0S,unrelated,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3VP28W7DUNKKYO34NP5VDLZBT1QZFR,television,cord,black,unrelated,AMDHGNQRWE3G0,probably,A28Z6B4L81ES0S,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3VP28W7DUNKKYO34NP5VDLZBT1QZFR,television,cord,long,unrelated,AMDHGNQRWE3G0,unrelated,A28Z6B4L81ES0S,impossible,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,306996CF6WKXQB6GACA721OE1OM1BN,clock,center,cultural,probably,AMDHGNQRWE3G0,wjj-nonsense,A28Z6B4L81ES0S
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,306996CF6WKXQB6GACA721OE1OM1BN,clock,center,round,guaranteed,AMDHGNQRWE3G0,probably,A28Z6B4L81ES0S
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,306996CF6WKXQB6GACA721OE1OM1BN,clock,center,yellow,probably,AMDHGNQRWE3G0,unrelated,A28Z6B4L81ES0S
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31SIZS5W59F8NM7MROMC3H1QRMGRQK,building,glass,colored,probably,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31SIZS5W59F8NM7MROMC3H1QRMGRQK,building,glass,empty,unrelated,AMDHGNQRWE3G0,unrelated,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31SIZS5W59F8NM7MROMC3H1QRMGRQK,building,glass,broken,probably,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31SIZS5W59F8NM7MROMC3H1QRMGRQK,building,glass,used,probably,AMDHGNQRWE3G0,guaranteed,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,31SIZS5W59F8NM7MROMC3H1QRMGRQK,building,glass,clear,unlikely,AMDHGNQRWE3G0,unlikely,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3R868ACW4SCQCOZZY9BDV6ZNUGQZGQ,chicken,sauce,red,guaranteed,AMDHGNQRWE3G0,probably,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3FSEU3P2NR08ZNMM43BC87BVN8IRRL,duck,back,dead,guaranteed,AMDHGNQRWE3G0,pjj-nonsense,AP0A6FXTEC68Z
Common sense visual reasoning reverse test,https://workersandbox.mturk.com/mturk/preview?groupId=3I66C28SNHUWFT6VR4AS5MVB7CZRHA,3FSEU3P2NR08ZNMM43BC87BVN8IRRL,duck,back,wooden,guaranteed,AMDHGNQRWE3G0,impossible,AP0A6FXTEC68Z
